Plans to lose	5	DIETS
S'pose	6	RECKON
Uppity sort	5	SNOOT
Degs. from Yale and Harvard	4	LLDS
TMC competitor	3	SHO
Fried chicken choice	6	CRISPY
"Odyssey" temptress	5	CIRCE
Infinite	10	BOTTOMLESS
Chem. unit	3	MOL
Turkish title	4	AGHA
Mediterranean isl.	3	SAR
Makes a scene	6	ACTSUP
"Humbug!"	3	BAH
Feminine suffix	4	ENNE
And others	6	ETALII
Credit card bill nos.	4	APRS
Wearing a wig and shades, say	5	INCOG
Marriage site	5	ALTAR
Baseball's Bando	3	SAL
"The Boy Who Cried Wolf" storyteller	5	AESOP
Classic jetliner	6	DCNINE
Old hi-fi records	5	MONOS
Accurse	4	DAMN
Big grocery store chain	3	IGA
Tagalong	6	SHADOW
On the double	7	SWIFTLY
"Pinwheel and Flow" artist	6	CALDER
"Fee, fi, fo, ___"	3	FUM
Ratchet bar	4	PAWL
"Cheers!"	5	SKOAL
How you might get change for a twenty	6	INTENS
Perfumery rootstock	5	ORRIS
PJ-clad mansion owner	3	HEF
Henry ___ Lodge	5	CABOT
"Paper Moon" girl	5	ADDIE
It means nothing to the French	4	RIEN
Musician who won a 2011 Presidential Medal of Freedom	6	YOYOMA
Shake, rattle or roll	4	VERB
Poetic preposition	3	OER
Brightly colored lizards	6	AGAMAS
Museum hanging	3	OIL
It has banks in St. Petersburg	4	NEVA
Bugs, e.g.	3	VWS
Peak leaf-peeping time in Pennsylvania	10	MIDOCTOBER
Certain antibody	5	LYSIN
Raise, as a topic	6	BROACH
Part of a Q&A: Abbr.	3	ANS
Hurt	4	ACHE
"Be silent," in music	5	TACET
Cheesemaker's supply	6	RENNET
Empty spaces	5	VOIDS
Subdued	8	OVERCAME
Have ___ for (desire)	4	AYEN
Police protection	11	RIOTSHIELDS
Dust Bowl witness	4	OKIE
English general in the American Revolution	4	GAGE
About	4	INRE
Personal contacts?	6	LENSES
Dangerous speed	4	METH
Bygone spray	4	ALAR
Gets in the pool, say	4	BETS
Like bell-bottoms or go-go pants	5	RETRO
Barbecue sound	3	SSS
Not having quite enough money	5	SHORT
Circus Maximus patron	5	ROMAN
Schokolade	15	GERMANCHOCOLATE
Years, to Tiberius	4	ANNI
Manna, according to the Bible	9	ANGELFOOD
Synthetic fiber brand	5	ARNEL
Year of Super Bowl XXXIX	3	MMV
Declared	6	SAIDSO
Huge amounts	9	PLETHORAS
Pirate's demand	6	RANSOM
"The Lord of the Rings" menace	3	ORC
The "mode" of "à la mode"?	8	ICECREAM
Math coordinates	9	ABSCISSAE
Bakers, e.g.	5	COOKS
Canine shelter	5	POUND
Certain huckster	5	CARNY
How Hershey's Kisses are wrapped	6	INFOIL
"There is ___ in team"	3	NOI
Anne Rice vampire	6	LESTAT
P.O. box item	3	LTR
In the past, once	4	ERST
Corp. alias abbr.	3	DBA
No-___-do	3	CAN
Wooded area near the Rhine Valley	11	BLACKFOREST
One of the Alis	5	LAILA
Area known to the Chinese as Dongbei	9	MANCHURIA
___ Building, New York landmark north of Grand Central	8	HELMSLEY
Pastry chef creations ... and a hint to 12 other answers in this puzzle	15	UPSIDEDOWNCAKES
Children and more children	9	PROGENIES
Tries to get at auction	7	BIDSFOR
Squishy dish cleaner	6	SPONGE
Woman of one's heart	8	LADYLOVE
Less abundant	7	SPARSER
Suffix with human	3	OID
Drag	3	TOW
Córdoba cordial	4	ANIS
Word before republic or seat	6	BANANA
___ Beach, Hawaii	3	EWA
Spartan walkway	4	STOA
Former call letters?	3	MCI
Photo developer	3	LAB
Inc., abroad	3	LTD
"___ loves believes the impossible": Elizabeth Barrett Browning	5	WHOSO
So to speak	9	INAMANNER
Followers of some asterisks	9	FOOTNOTES
Girl's holiday party dress fabric	9	REDVELVET
Cause for bringing out candles	8	BIRTHDAY
Constriction of pupils	6	MIOSIS
High beam?	3	RAY
Cheese fanciers	4	MICE
Atomic energy oversight agcy.	3	NRC
MTV's owner	6	VIACOM
Gambol	6	CAVORT
Not so tough	6	EASIER
Orchestra section: Abbr.	3	STR
"Moon Over Parador" actress	5	BRAGA
Coat of paint	5	LAYER
Russia's ___ Bay, arm of the White Sea	5	ONEGA
"The Planets" composer	5	HOLST
Sends forth	5	EMITS
Bed cover	5	SHEET
FedEx rival	3	DHL
Former U.S. gas brand	4	ESSO
Follower of Ernest or Benedict?	3	INE
Austin-to-N.Y.C. path	3	ENE
Followers of William the Conqueror	7	NORMANS
___ Pepper	3	SGT
African menace	3	ASP
Part of a sentence: Abbr.	3	OBJ
Tracing paper, e.g.	7	OVERLAY
Twosomes	4	DUOS
Partner of raised	4	BORN
Who said "Learn from the masses, and then teach them"	3	MAO
Students err?	12	PUPILSSLIPUP
Bonus reel fodder	8	BLOOPERS
Punk offshoot	3	EMO
Pistil complement	6	STAMEN
"10" in a bikini	9	BEACHBABE
Oklahoma city	3	ADA
Medusa killer takes his agent to court?	14	PERSEUSSUESREP
Feel that one's had enough, say	7	WANTOUT
Temptation	4	BAIT
Singsong syllable	3	TRA
Part of N.C.A.A.: Abbr.	3	ATH
Rig	5	EQUIP
Foreign tender?	6	AUPAIR
Open hearings in courts	5	OYERS
Reinforced ice cream container?	20	BUTTRESSEDDESSERTTUB
What Eng. majors pursue	3	BAS
Kay of "Rich Man, Poor Man"	4	LENZ
"That's it!"	3	AHA
Info on modern business cards	4	URLS
Just sort, supposedly	5	LIBRA
Inferior tour vehicle for Snoop Dogg?	12	SUBPARRAPBUS
One side in a bullfight	6	ELTORO
Em and Bee, e.g.	5	AUNTS
Up	6	ARISEN
Recollection from a winter tourist in Poland?	12	WARSAWWASRAW
Cut, in a way	5	LASED
It serves a duel purpose	4	EPEE
Flip of a flop	3	HIT
Bit of progress	4	DENT
One encountered in a close encounter	3	UFO
Disparaging Argentine leader badly injured?	20	DEROGATIVEEVITAGORED
Ads	5	SPOTS
Perks	6	EXTRAS
"Shucks!"	5	AWGEE
Actress Thurman	3	UMA
With 65-Down, stuck	3	UPA
The old man	4	PAPA
"We totally should!"	7	YESLETS
One-on-one job for a ladies' man?	14	GIGOLOSSOLOGIG
Spin meas.	3	RPS
Place to buy stage props	9	SCENESHOP
Stanza alternative	6	SENTRA
Former J.F.K. line	3	TWA
Rug type	8	ORIENTAL
"Son of Darius, please confirm my dog is male"?	12	XERXESSEXREX
Hip-hop's ___ Def	3	MOS
Rein in	4	TAME
Denizens: Suffix	4	ITES
Risk	7	VENTURE
Approx.	3	EST
Guitar great Paul	3	LES
Emergency broadcast	3	SOS
"Do it"	7	PROCEED
"Don't think so!"	4	NOPE
Ooplasm locale	4	OVUM
Take back	4	REPO
Picture of health, for short?	3	MRI
Best effort	3	ALL
Long Island county west of Suffolk	6	NASSAU
Part of GPS: Abbr.	4	SYST
1970 #1 R&B hit for James Brown	8	SUPERBAD
Not be spoken aloud	8	GOUNSAID
Rx qty.	3	TSP
French clergymen	5	ABBES
Way passé	10	SOLASTYEAR
One who gets things	8	PROCURER
1998 Masters champion Mark	6	OMEARA
It may be settled over beers	6	BARBET
Nativity figure	6	JOSEPH
Stopping point?	4	DIME
A lack of compassion	7	NOHEART
Come full circle?	3	LAP
"Reading Rainbow" network	3	PBS
"That ... can't be ..."	3	BUT
Busy	4	ATIT
Send out press releases, e.g.	4	DOPR
The Auld Sod	4	EIRE
Former N.B.A. star Spud	4	WEBB
A pastel	4	AQUA
"Shoot!"	4	NUTS
It's stunning	5	TASER
Pres. Carter's alma mater	4	USNA
Candy company whose first flavor was Pfefferminz	3	PEZ
Federal org. with inspectors	4	OSHA
Cry with a forehead slap, maybe	6	STUPID
Pipe fitting	5	ELBOW
Drains	4	SAPS
Cities, informally	4	URBS
Down in the dumps	4	BLUE
Dashed fig.	3	SSN
They may be sore after a game	6	LOSERS
Nest egg option, briefly	3	IRA
Big ___	3	SUR
Italian article	3	UNA
Start of an aside, to tweeters	3	BTW
Jah worshiper	5	RASTA
Total	3	ARE
Hampshire mother	3	EWE
SoCal squad	4	LAPD
See 93-Across	4	TREE
Italian vineyard region	4	ASTI
"Too bad!"	10	WHATASHAME
River islands	4	AITS
Whom Han Solo calls "Your Worship"	4	LEIA
Constantly shifting	5	ANTSY
TiVo, for one	3	DVR
Press	4	URGE
They may be metric ... or not	4	FEET
Dedicated offerings	4	ODES
Deluxe	7	OPULENT
Completely flip	8	GOPOSTAL
Scaloppine, usually	4	VEAL
Show, as something new	8	EXPOSETO
Curio displayers	8	ETAGERES
Sound dumbfounded	4	GASP
Their necks can turn 270 degrees	4	OWLS
Repulsive	6	UGSOME
Skirts smaller than minis	6	MICROS
Having a policy of reverse seniority?	6	AGEIST
Top 40 fare	3	POP
Lead's counterpart	6	ERASER
Wedded	3	ONE
Producers of scuff marks	5	SOLES
"New Sensation" band, 1988	4	INXS
Former telco giant	3	GTE
Get back to	4	RSVP
"That's a fact"	4	TRUE
"#1" follows it	4	WERE
Given the heave-ho	4	AXED
Sorority letters	3	XIS
Roxy Music co-founder	3	ENO
A street drug, for short	3	XTC
Test-drive	4	DEMO
Scintillate	5	SHINE
Who wrote "By their own follies they perished, the fools"	5	HOMER
Name of nine Thai kings	4	RAMA
Name of five Norwegian kings	4	OLAV
Dogpatch yokel	5	ABNER
Name on a B-29	5	ENOLA
"What ___?"	4	OFIT
Pirates of the Caribbean, e.g.	4	RIDE
Full of strong feelings	11	HOTANDHEAVY
Instinctive desire	4	URGE
Villainous role for Montalbán	4	KHAN
Bedelia of children's literature	6	AMELIA
Fearsome creature with plates on its back	9	STEGOSAUR
Something to enjoy on a beach	12	SUMMERBREEZE
More foamy	7	SUDSIER
"Let's make ___ true Daily Double, Alex"	3	ITA
Two on a line	4	ENDS
Razz	6	NEEDLE
Sleaze	5	FILTH
Mata ___ (spy)	4	HARI
Contented sighs	4	AAHS
Start of many Portuguese place names	3	SAO
Family ___	4	UNIT
Gloomy	6	MOROSE
Irving Berlin's "___ Be Surprised"	4	YOUD
Area 51 holdings, supposedly	4	UFOS
Flavor enhancer	3	MSG
Representatives in a foreign country	7	CONSULS
Italian woman	5	DONNA
Amount past due?	3	TRE
N.C.A.A. part: Abbr.	3	ATH
Absorbed, in a way	3	ATE
Breach	3	GAP
Qatari bank note	5	RIYAL
It has a crown	3	HAT
Turner who led a rebellion	3	NAT
Musician's asset	6	RHYTHM
Where the vice president presides	6	SENATE
Grp. with the 1973 gold album "Brain Salad Surgery"	3	ELP
Windy City rail inits.	3	CTA
Dud	5	LEMON
Green hue	3	PEA
Perfection, for some	3	TEN
Opus ___	3	DEI
Rams, but not dams	3	HES
Rice-___	5	ARONI
All together	7	ENMASSE
Dismiss	3	AXE
Abbr. on a B-52	4	USAF
Dance partner?	4	SONG
Early online forum	6	USENET
Gillette brand name	4	TRAC
Gift in "The Gift of the Magi"	3	FOB
Classic soft drink brand	4	NEHI
Land o' blarney	4	ERIN
Words on an information desk	5	ASKME
Crow with a powerful voice	6	SHERYL
Guidelines: Abbr.	4	STDS
Moo ___ pork	3	SHU
Seaside	7	COASTAL
He might put chills up your spine	12	OLDMANWINTER
Perfectly	9	ONTHENOSE
Edith's cranky husband	6	ARCHIE
Not straight	4	AWRY
Dept. of Labor arm	4	OSHA
Started sneezing and sniffling, say	11	CAUGHTACOLD
Sorvino of "Mighty Aphrodite"	4	MIRA
Opponents of us	4	THEM
Architect Jones	5	INIGO
Singer Susan with the 2009 #1 album "I Dreamed a Dream"	5	BOYLE
Wood alternative	4	IRON
"No problem!"	4	SURE
Fancy car starter?	5	ASTON
Family of Slammin' Sammy	5	SOSAS
Some shooters, for short	4	SLRS
Uncool set	5	DORKS
Root of politics	5	ELIHU
Lady's address	5	MADAM
Digit protector	8	OVENMITT
Bygone Las Vegas hotel/casino with a roller coaster	6	SAHARA
Certain W.M.D.	5	HBOMB
Lay to rest	5	INTER
Writer Zora ___ Hurston	5	NEALE
Singer Tennessee ___ Ford	5	ERNIE
Sly laugh sound	3	HEH
Low dice roll	4	ONES
Castle guard	4	MOAT
Some cobblers of lore	5	ELVES
Sci-fi zapper	6	RAYGUN
"The Social Contract" philosopher	8	ROUSSEAU
Suffering from nyctophobia	15	AFRAIDOFTHEDARK
Author Cervantes	6	MIGUEL
On the ground, in ballet	6	ATERRE
Flabbergast	4	DAZE
Some of Keats's feats	4	ODES
Neighbor of Sudan: Abbr.	3	ETH
"Bambi" character	3	ENA
Walter Mitty, e.g.	10	DAYDREAMER
Lock	6	SHOOIN
Master criminal of books and film	8	FUMANCHU
Establishes	8	INSTATES
Weighing hardly anything	15	LIGHTASAFEATHER
Time in Hawaii, maybe	9	HONEYMOON
MGM motto starter	3	ARS
Question asked to one with a hangover	10	ROUGHNIGHT
Malcolm X adopted it	5	ISLAM
Kuomintang co-founder	9	SUNYATSEN
Is protective of	7	MOTHERS
Particularly: Abbr.	3	ESP
"CSI" procedure	7	DNATEST
Grilling procedure	8	ORALEXAM
Bit of stage scenery	8	SETPIECE
"Cheers" waitress	5	CARLA
Coeur d'___, Idaho	5	ALENE
British weights	6	TONNES
One of a standard group of five	5	SENSE
Little bit of French?	3	PEU
Singer DiFranco	3	ANI
"Bad!"	8	FORSHAME
Ring of Fire perils	8	TSUNAMIS
Eight bits	4	BYTE
It may precede a kiss	3	IDO
Yellowfin tuna	3	AHI
Skedaddles	6	SCOOTS
Island south of Tsugaru Strait	6	HONSHU
Italian automaker since 1906	6	LANCIA
Adirondack chair element	4	SLAT
Hosts of the 1912 Olympics	6	SWEDES
Some shark products	5	LOANS
Bits	5	DRABS
Marilyn who hosted 1980s TV's "Solid Gold"	5	MCCOO
Mates' cries	5	AHOYS
Nabisco brand	5	NILLA
Pirouette	5	TWIRL
Boot, in baseball, e.g.	5	ERROR
"___ Hope"	5	RYANS
Corporate bigwig	4	SUIT
Frozen food brand	4	EGGO
Sweetie	3	HON
Secretaries, e.g.	5	DESKS
Modern record holder?	4	IPOD
Bucks	5	CLAMS
Take ___ (doze)	4	ANAP
Dow Jones industrial with the N.Y.S.E. symbol "AA"	5	ALCOA
Cataract site	4	NILE
"The Ten Commandments" role	5	AARON
___ contendere (court plea)	4	NOLO
Anaïs Nin, e.g.?	10	DIARYQUEEN
Seizure at Sing Sing?	10	PRISONGRAB
Title girl in a 1979 Fleetwood Mac hit	4	SARA
Reverse	4	UNDO
Cause for a kid's grounding	4	SASS
Heavenly: Prefix	5	URANO
Tech marvel of the 1940s	5	ENIAC
"Adam-12" call, briefly	3	APB
Pioneering	8	EARLYDAY
Rice may be served in it	3	BED
Heavenly voice of conscience?	13	INTERNALANGEL
Figure in Raphael's "School of Athens"	6	EUCLID
Going to hell	6	DOOMED
Verbally attack, with "at"	7	LASHOUT
Old switch attachment?	4	EROO
Wrong	5	AMISS
Due	4	OWED
House of ___ (European dynasty)	4	ESTE
Sailors' spars	9	BOWSPRITS
Specialty of a couples therapist?	11	MARITALARTS
"___ see it my way" (Beatles lyric)	5	TRYTO
Razzed	5	GIBED
Adams and Falco	5	EDIES
Israel's Dayan	5	MOSHE
Dear	9	TREASURED
Capital and largest city of Ghana	5	ACCRA
Gathering of spies	5	INTEL
Fjord, e.g.	5	INLET
Very good, in slang	5	BOFFO
Courtroom jacket?	11	TRIALBLAZER
Work in a chamber, say	9	LEGISLATE
Scrutinizer	4	EYER
Prone to acne, say	4	OILY
Food item prized in French cuisine	5	MOREL
De Matteo of "Desperate Housewives"	4	DREA
Put right	7	RESTORE
"Yeah, r-i-i-ight!"	6	MYFOOT
Hypnotist Franz	6	MESMER
Circus performer in makeup?	13	ROUGEELEPHANT
Fashion inits.	3	YSL
Starts, as a big meal	8	DIGSINTO
Business partner, often	3	SON
Reciprocal function in trig	5	COSEC
Very sore	5	IRATE
Island hopper?	4	FROG
No voter	4	ANTI
Herr's her	4	FRAU
Storyteller for Satan?	10	DEVILSLIAR
Improvement of a Standardbred's gait?	10	TROTREFORM
"The ___ lama, he's a priest": Nash	4	ONEL
Biology lab stain	5	EOSIN
Dense	4	SLOW
Rend	5	RIPUP
Moolah	4	KALE
Prefix with history	5	ETHNO
Gorilla skilled in sign language	4	KOKO
Kicks back	5	RESTS
Many Little League coaches	4	DADS
"Popular Fallacies" writer	4	ELIA
One starting a stampede, maybe?	9	SCAREDCOW
Much-read collection of verses	5	KORAN
Suppose	3	SAY
Rub with ointment, as in a religious ceremony	6	INUNCT
Skewbald	4	PIED
Bread spread	4	OLEO
Burrow, for some	3	DEN
Qualified	7	CAPABLE
"___ and the Real Girl" (2007 movie)	4	LARS
Up	6	ARISEN
Criminal patterns, briefly	3	MOS
Hostess ___ Balls	3	SNO
Up in arms	5	ANGRY
"WarGames" grp.	5	NORAD
"The George & ___ Show" (old talk series)	5	ALANA
Submarine	5	POBOY
Dilemma	8	QUANDARY
Sets to zero	5	NULLS
Name sung over and over in a Monty Python skit	4	SPAM
The last Pope Julius	3	III
Década divisions	4	ANOS
Decorative tip on a lace	5	AGLET
___-thon (literary event)	5	READA
English channel, familiarly, with "the"	4	BEEB
Mark's replacement	4	EURO
Counterpart of advertising	9	EDITORIAL
Antarctica's ___ Ice Shelf	4	ROSS
Votary	6	ADORER
Became discouraged	9	LOSTHEART
NyQuil targets	9	HEADCOLDS
"Hamlet" courtier	5	OSRIC
Downright	5	UTTER
Nickname for Theresa	5	TESSA
"Leather," in baseball	4	MITT
Generous leeway	9	WIDEBERTH
Onetime Procter & Gamble shampoo	5	PRELL
Churl	5	MISER
Be contiguous to	4	ABUT
Pages (through)	5	LEAFS
Kind of force	4	GALE
Corner joint	5	MITER
How some sandwiches are made	5	ONRYE
Wallowing sites	5	STIES
Cause of a breakdown	6	ENZYME
___ of Venice	4	DOGE
Movie genre	8	FILMNOIR
Element used for shielding nuclear reactors	5	BORON
Rank below capt.	5	LIEUT
Möbius strip, e.g.	4	LOOP
Troops' harvest?	9	ARMYCROPS
Athletic supporters?	4	TEES
Title below marquis	4	EARL
Big name in faucets	4	MOEN
Balcony window	5	ORIEL
"What's it gonna be?"	7	YESORNO
Whip	4	FLOG
Some "Men in Black" characters, for short	3	ETS
Card game akin to Authors	6	GOFISH
Time for the balcony scene in "Romeo and Juliet"	6	ACTTWO
Managed	5	DIDOK
"The Faerie Queene" character	5	IRENA
It may punctuate a court order	5	GAVEL
Fence straddler	5	STILE
Annual advertising award	5	EFFIE
It may come in buckets	4	RAIN
First name at Woodstock	4	ARLO
Barnes & Noble electronic reader	4	NOOK
Stuck in ___	4	ARUT
Tag callers?	4	UMPS
"Get it?"	3	SEE
Bunch	3	LOT
Reproachful cluck	3	TSK
Mess up	3	ERR
Knives, forks and spoons	8	FLATWARE
Jackson and Reno	6	JANETS
Where a plant or animal thrives	14	NATURALHABITAT
Shakespearean nobleman	5	TIMON
Wipes out	6	ERASES
Spanish conquistador who searched for the Seven Cities of Gold	8	CORONADO
Taking too much	5	ODING
Reassure that one's joking, in a way	6	WINKAT
Aesthete	8	ARTLOVER
Little shavers at school?	16	PENCILSHARPENERS
Northern sympathizer	8	UNIONIST
___ moment's notice	3	ONA
Tucker out	4	TIRE
Bone: Prefix	4	OSSE
Just recently	6	OFLATE
Maternally related	5	ENATE
Knoll	4	RISE
Like trenchant wit	10	RAZORSHARP
Paper tray size: Abbr.	3	LTR
Mercedes sedan	6	ECLASS
Potpourri	4	HASH
Burrowing rodents	5	VOLES
Home in the woods	3	DEN
Kin: Abbr.	4	RELS
Radiohead frontman Yorke	4	THOM
Cockamamie	7	ASININE
Extraordinary and unexplainable	13	PRETERNATURAL
Play sentinel	17	KEEPASHARPLOOKOUT
Fix, as a fairway	5	RESOD
"The Clan of the Cave Bear" author	4	AUEL
Southern university whose campus is a botanical garden	4	ELON
Table scraps	4	ORTS
Economic woe	14	HYPERINFLATION
Burns, e.g.	4	SCOT
Ones pictured in corp. reports	4	CEOS
Newspaper units: Abbr.	4	COLS
Body of water in a volcanic crater, for one	11	NATURALLAKE
Group that doesn't believe in revolution?	16	FLATEARTHSOCIETY
#2 or #3	7	ALSORAN
"Get it?"	7	CAPEESH
"Lohengrin" soprano	4	ELSA
Fixed price	7	FLATFEE
Quick inning enders, for short	3	DPS
Walled city of Spain	5	AVILA
Key	4	ISLE
Modernize the plant	6	RETOOL
Trademarked marker	7	SHARPIE
Spheres	6	REALMS
___-Alt-Del	4	CTRL
Gusto	5	VERVE
Draft inits.	3	SSS
Goddess with a headdress depicting a throne	4	ISIS
Killed, as a test	4	ACED
Former transportation regulation agcy.	3	ICC
Dangers for children and klutzes	12	SHARPOBJECTS
Immigrant's opposite	18	NATURALBORNCITIZEN
1994 Schwarzenegger film	8	TRUELIES
Judge in Judges	6	GIDEON
Neighbor of a Turkmen	5	IRANI
Cactuslike plant of the Southwest	8	OCOTILLO
Doorway jamb	6	ALETTE
Remark after an awkward silence	5	ORNOT
Vocal skeptic	8	NAYSAYER
Hockey team, say	6	SEXTET
Nobelist Bohr	5	NIELS
Aircraft carrier	7	FLATTOP
"Open ___"	4	WIDE
Cruel Ugandan	4	AMIN
Veg-O-Matic company	5	RONCO
Planned	10	ENGINEERED
Instrument played in the mouth	8	JEWSHARP
Short operatic solos	8	ARIETTAS
Kid minders	7	NANNIES
Glacial ridge	5	ESKER
Render	6	TEARER
Retired boomers	4	SSTS
There's no foul play when one passes by these	13	NATURALCAUSES
Brass	5	HORNS
More pretentious	6	ARTIER
Vaquero's neckwear	4	BOLO
___ a secret	4	INON
Rikki-tikki-___	4	TAVI
Some punches	4	ADES
Slander or libel	4	TORT
Cavalry member	6	LANCER
2005 biography subtitled "The Making of a Terrorist"	5	OSAMA
Seasoned hand	6	OLDPRO
Sycophant	9	FLATTERER
Repeated film title role for Jim Varney	6	ERNEST
Organic food label	10	ALLNATURAL
Links chain	4	IHOP
Orly bird?	5	AVION
Pass (out)	4	ZONK
Potpourri	4	OLIO
Lens solution brand	4	RENU
Fixed at an acute angle	8	SHARPSET
Guide	5	STEER
Fox hunter's cry	5	HALLO
Shapes studied by Dr. Watson and his partner	7	HELICES
Frequent answer to "When?"	4	SOON
Set-___	3	TOS
Letter after pee	3	KUE
Wrinkly-faced dogs	8	SHARPEIS
Lhasa ___	4	APSO
Dastardly laughs	4	HEHS
Mario's dinosaur sidekick	5	YOSHI
Like some cigarettes	5	NOTAR
Way to refuse	6	FLATLY
Pavement caution	3	SLO
Bottom dealers, perhaps	10	CARDSHARPS
Cousins of giraffes	6	OKAPIS
Tightens (up)	6	TENSES
Backups for backups	5	CTEAM
"The Origin of Species" concept	16	NATURALSELECTION
Part of a freight train	7	FLATCAR
Something a dome lacks	4	EAVE
Samoan port	4	APIA
Former Connecticut governor Jodi	4	RELL
Welsh, e.g.	5	CELTS
Robert of "The Sopranos"	4	ILER
"___ Andromeda" (British sci-fi series)	4	AFOR
10th-century pope	6	LEOVII
F major has just one	11	FLATTEDNOTE
Kind of kick	7	SCISSOR
Former surgeon general C. ___ Koop	7	EVERETT
It's found near the toe of a boot	6	SICILY
Apt to change	6	LABILE
Inscribed marker	5	STELE
Ancient volume	5	CODEX
Wispy clouds	5	CIRRI
Al who sought the 2004 Democratic presidential nomination	8	SHARPTON
Water hazard?	4	ORCA
Give a lift	4	BUOY
They leave trails	4	JETS
Director Kazan	4	ELIA
Piped fuel	10	NATURALGAS
Site for techies	4	CNET
Writer Grey	4	ZANE
Organic compound	4	ENOL
Tiny criticisms	4	NITS
Natives of the land known as Aotearoa	5	MAORI
One with eyes for a cook?	4	SPUD
Implied	5	TACIT
Silken construction	3	WEB
Pasty	5	ASHEN
Share a view	5	OPINE
Split	5	HALVE
Plant's grain-bearing part	3	EAR
Dislike of the son of Mary, Queen of Scots?	17	KINGJAMESAVERSION
Prefix with bar	3	ISO
It's hard to understand	9	ESOTERICA
Heavy metal rock?	3	ORE
Springtime calendar hunk	7	MRAPRIL
Suffragist Carrie Chapman ___	4	CATT
Catwalk no-show?	12	RUNAWAYMODEL
March sisters' creator	6	ALCOTT
Threatened ferociously	8	ROAREDAT
Conservative	4	TORY
Take the plunge	4	LEAP
Southwest natives	5	ZUNIS
"No introduction needed" phrase	5	WEMET
Soft-spoken prayer ending?	10	GENTLEAMEN
Build a publishing empire?	10	AMASSMEDIA
Mosaicist, e.g.	7	ARTISAN
First Arab country to have sanctions imposed on it by the Arab League	5	SYRIA
Poet Pablo	6	NERUDA
Radioactivity unit	5	CURIE
Mag space seller, e.g.	5	ADREP
Golf cup name	5	RYDER
Not just my	3	OUR
Practical joke used on squirrels?	11	PEPPERACORN
Things may be picked up with this	3	ESP
Cohesion	5	UNITY
Brown, maybe	5	SAUTE
Highlighter colors, often	5	NEONS
Catholic university in Philly	6	STJOES
County on one side of the Golden Gate Bridge	5	MARIN
Hauled, in a way	7	TRUCKED
What sweaty dancers create at an annual awards show?	10	TONYAROMAS
Rush to get on the train?	10	DARTABOARD
Jewish mourning period	5	SHIVA
Dwarf with a purple hat	5	DOPEY
Arm part	4	ULNA
Mein ___	4	HERR
Like some cookware	8	ENAMELED
"Lumber" collector in a park	6	BATBOY
Where worms don't last long?	12	AROUNDROBINS
It's found between the shoulders	4	ROAD
Rubber man?	7	MASSEUR
Lunch inits.	3	BLT
"Consider it done!"	9	NOPROBLEM
Air pump setting: Abbr.	3	PSI
What black holes swallow to bulk up?	17	ANABOLICASTEROIDS
"Horatio, thou art ___ as just a man ..."	3	EEN
"___ ride"	5	LETIT
10E and 40 long, e.g.	5	SIZES
Former Red Sox star Garciaparra	5	NOMAR
Lines with crossings: Abbr.	3	RRS
Utopias	5	EDENS
Mai ___ (drinks)	4	TAIS
Purchase that's canceled	5	STAMP
Fashion	4	MAKE
"No guarantees"	4	ASIS
"Yikes!"	4	OHNO
Mil. unit below a division	4	REGT
Give a shot	6	INJECT
A to Z, e.g.	8	SPECTRUM
University of ___, where Andrea Bocelli earned a law degree	4	PISA
Italian article	3	UNA
Engulfs	7	DEVOURS
It may get stuck in an eye	6	THREAD
Small batteries	3	AAS
Desert and rain forest	8	CLIMATES
Material in old mah-jongg sets	5	IVORY
Common break hour	5	TENAM
Kook	6	WEIRDO
Less stressful	6	EASIER
Brit's bumbershoot	6	BROLLY
Neglect	4	OMIT
Trapped like ___	4	ARAT
Shore bird	4	ERNE
Some terra cotta	7	POTTERY
Precipitating	5	RAINY
Drink for a toddler	4	WAWA
Unwanted swimming pool bit	4	ALGA
What rakes may do	4	LEER
Tilt	4	CANT
Kind of disc	5	OPTIC
Unidentified people	4	ONES
Marx Brothers, e.g.	6	ZANIES
Yahoo! alternative	3	MSN
FEMA part: Abbr.	4	EMER
The Tigers of the N.C.A.A.	3	LSU
Tombstone figure	4	EARP
2000 musical with the song "Every Story Is a Love Story"	4	AIDA
Singer Anthony	4	MARC
Bro	4	DUDE
13th, at times	4	IDES
40 million-member org. founded in 1958	4	AARP
Not so prevalent	5	RARER
Cleanup org.	3	EPA
Gigayear	3	EON
Fairly	6	PRETTY
Unseat	4	OUST
"For ___ us a child ..."	4	UNTO
Rembrandt van ___	4	RIJN
Shoe named for a cat	4	PUMA
LAX data	4	ETAS
Romance novelist Roberts	4	NORA
Geoffrey the Giraffe's store	7	TOYSRUS
"I suppose so"	4	YEAH
Core	3	NUB
Paid sports spectator	5	SCOUT
Title of veneration	3	SRI
Justin Bieber and others	5	IDOLS
Ponytail locale	4	NAPE
Newsman Marvin or Bernard	4	KALB
Cube creator Rubik	4	ERNO
When Juno and Gold Beach were assaulted	4	DDAY
Think too much of	8	OVERRATE
"Look ___ hands!"	4	MANO
They're often sold by the dozen	8	REDROSES
One who works with canines	7	DENTIST
Hold back	6	HAMPER
It gets the lead out	6	ERASER
Prepares a bow, with "up"	6	ROSINS
Monastery heads	6	ABBOTS
Casting locale	4	MILL
Naked	4	BARE
Festoons	6	ADORNS
Writer Zora ___ Hurston	5	NEALE
Like much of Fire Island's shore	5	DUNED
Decides	4	OPTS
